age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,sex_Male,workclass_Private,marital-status_Non-Married,occupation_Other,relationship_Non-Husband,race_White,native-country_US,income
72,52138,16,0,2392,25,1,0,0,0,0,1,1,1
53,402016,9,0,0,52,1,1,0,1,0,1,1,1
30,175931,9,0,0,40,1,1,0,1,0,1,1,0
58,191069,9,0,0,40,1,1,0,1,0,1,1,1
31,279015,10,0,1887,40,1,0,0,0,0,1,1,1
67,366425,16,99999,0,60,1,1,1,0,1,1,1,1
36,115700,9,0,0,50,1,1,0,1,0,1,1,0
72,284080,2,0,0,40,1,1,1,1,1,0,1,0
74,97167,9,0,0,15,1,1,0,1,0,1,1,0
43,459342,9,0,0,40,0,1,1,0,1,1,1,0
61,95500,9,0,0,40,1,1,0,1,0,1,1,0
28,124680,9,0,0,70,0,1,1,1,1,1,1,0
31,176969,13,0,0,55,1,1,1,0,1,1,1,0
28,179949,9,0,0,20,0,1,1,1,1,0,1,0
31,220066,13,14344,0,50,0,1,1,0,1,1,1,1
38,339025,9,0,1579,40,1,1,0,1,0,0,0,0
41,188307,9,0,0,40,0,1,1,1,1,1,1,0
18,39411,7,0,0,24,1,1,1,1,1,1,1,0
29,190562,9,0,0,56,1,1,1,0,1,1,1,0
24,153082,9,0,0,30,1,1,1,1,1,1,1,0
43,72338,14,0,0,40,1,1,0,1,0,0,1,1
51,320513,4,0,0,50,1,1,1,1,1,0,0,0
27,243569,9,0,0,40,1,0,0,1,0,1,1,0
23,285004,13,0,0,50,1,1,1,1,1,0,0,0
40,74949,10,0,0,40,1,0,1,0,1,1,1,0
44,101689,10,0,0,40,0,0,1,0,1,1,1,0
31,127651,6,0,1741,40,1,0,1,1,1,1,1,0
51,135102,9,0,0,65,1,0,0,1,0,1,1,0
22,104443,10,0,0,20,0,0,1,0,1,1,1,0
24,211968,13,0,0,40,0,1,1,1,1,1,1,0
41,237452,13,0,0,15,0,1,0,0,1,1,0,1
62,67928,2,0,0,40,1,1,0,1,0,1,0,0
40,140559,9,0,0,45,0,1,0,1,1,1,1,0
17,166242,6,0,0,15,0,1,1,1,1,1,1,0
47,202322,3,0,0,40,1,1,0,1,0,1,0,0
35,97554,12,0,0,50,1,1,0,0,0,1,1,1
46,141944,13,0,0,38,1,0,0,0,0,1,1,1
33,158800,13,0,0,40,1,1,0,0,0,1,1,1
29,198997,9,0,0,20,0,1,0,0,1,1,1,0
42,130126,13,0,1977,40,1,0,0,0,0,1,1,1
50,201513,9,0,0,40,0,0,1,0,1,1,1,0
43,112607,7,0,0,60,1,1,0,1,0,1,1,0
43,277488,9,0,0,30,1,0,0,1,0,1,1,0
33,164190,14,0,0,20,1,1,1,0,1,1,1,0
35,335777,10,0,0,40,1,1,1,0,1,1,0,0
55,98361,9,0,0,35,1,0,1,1,1,1,1,0
50,237735,3,0,0,37,1,1,0,1,0,1,0,0
32,102858,12,0,2002,42,1,1,0,0,0,1,1,0
33,254221,16,0,0,60,0,1,1,0,1,1,1,1
20,318382,9,0,0,40,1,0,1,0,1,1,1,0
24,114230,9,0,0,40,1,1,1,1,1,1,1,0
35,37314,11,0,0,40,1,0,1,1,1,1,1,0
22,197200,10,0,0,40,1,1,1,1,1,1,1,0
54,68684,9,0,0,44,1,1,0,1,0,1,1,0
45,213334,14,0,0,45,0,0,1,0,1,1,1,0
30,54608,13,0,0,40,1,1,0,0,0,1,1,0
41,648223,2,0,0,40,1,1,1,1,1,1,0,0
42,102085,9,0,0,15,0,1,1,1,1,1,1,0
40,132222,9,0,0,40,1,0,0,0,0,1,1,0
22,188569,10,0,0,20,0,1,1,0,1,1,1,0
60,167670,13,0,0,35,1,1,0,0,0,1,1,0
59,91384,13,0,0,40,1,1,0,0,0,1,1,0
49,32184,9,0,0,36,0,1,1,1,1,1,1,0
42,251239,5,0,0,40,1,1,1,1,1,1,0,0
34,50178,10,0,0,38,1,0,0,0,0,1,1,0
51,153870,9,0,0,40,1,1,0,1,0,1,1,1
52,259583,9,0,0,40,1,1,0,0,0,1,1,0
42,245975,9,0,0,40,1,1,0,1,0,1,1,0
31,149507,11,3464,0,38,1,1,0,1,0,1,1,0
35,199753,10,0,0,60,1,0,0,1,0,1,1,0
42,223566,15,0,0,15,1,0,1,0,1,1,1,0
51,193720,9,0,0,40,1,0,1,1,1,1,1,0
49,291783,13,0,0,40,1,1,0,1,0,1,1,0
42,107563,9,0,0,40,1,1,0,1,0,1,1,1
64,312498,13,0,0,40,1,1,0,1,0,1,1,0
29,162551,14,0,0,40,0,1,0,0,1,0,0,1
50,195298,10,0,0,50,1,1,0,0,0,1,1,1
43,132393,9,0,0,40,1,1,1,1,1,1,0,0
48,160220,11,0,0,40,1,1,0,1,0,1,1,1
25,234665,11,0,0,45,1,1,0,1,0,1,1,0
42,100479,13,0,0,40,1,1,0,1,0,1,1,1
20,107658,10,0,0,10,0,1,1,1,1,1,1,0
25,44363,9,0,0,35,1,1,1,1,1,1,1,0
62,159165,9,0,0,36,0,0,1,0,1,1,1,0
42,259757,13,0,653,50,1,1,1,0,1,1,1,1
31,291702,9,0,0,40,1,1,0,1,0,1,1,0
36,189670,9,0,0,50,0,1,0,0,1,1,1,0
27,188171,9,0,0,40,1,1,1,1,1,1,1,0
50,200618,12,0,0,40,1,1,1,1,1,1,1,0
28,56340,13,0,0,20,0,1,1,0,1,1,1,0
37,167415,9,0,0,50,1,1,0,1,0,1,1,0
42,351161,13,0,1887,40,1,0,0,0,0,1,1,1
45,43434,13,0,0,40,0,0,1,0,1,1,1,0
44,33121,10,0,0,72,1,0,0,1,0,1,1,0
33,164190,11,7298,0,40,1,1,0,1,0,1,1,1
39,173175,13,15024,0,50,1,1,0,0,0,1,1,1
40,34218,9,0,0,40,1,0,0,1,0,1,1,0
41,344624,13,7688,0,50,1,1,0,0,0,1,1,1
32,211699,12,0,1485,40,0,1,0,0,1,1,1,1
48,191389,9,0,0,38,0,1,1,1,1,1,1,0
62,177295,9,0,0,40,0,0,1,0,1,1,1,0
40,374764,10,0,0,40,1,1,1,1,1,1,1,0
31,122609,9,0,0,40,0,1,1,0,1,1,1,0
64,207658,12,0,0,40,1,1,0,1,0,1,1,1
44,165815,9,0,0,96,1,0,0,1,0,1,1,0
71,100063,9,0,0,40,1,0,0,1,0,0,1,0
66,140849,9,0,0,25,0,0,1,1,1,1,1,0
72,76206,5,0,0,16,1,1,0,1,0,1,1,0
42,29075,12,0,0,40,0,0,0,0,1,0,1,0
35,357173,10,0,0,50,1,1,0,1,0,1,1,0
24,117210,13,0,0,36,1,1,1,0,1,1,1,0
60,43235,13,0,0,50,1,1,0,0,0,1,1,1
30,167476,9,0,0,50,1,1,0,1,0,1,1,0
33,190027,9,0,0,40,0,0,1,1,1,0,1,0
18,228592,9,0,0,18,1,1,1,1,1,1,1,0
28,108706,7,0,0,20,0,1,1,1,1,1,1,0
28,120475,9,0,0,35,1,1,1,1,1,1,1,0
26,73689,9,0,0,55,1,1,0,1,0,1,1,0
28,142264,5,0,0,50,1,1,1,0,1,1,0,0
54,125417,4,0,0,40,1,0,0,0,0,1,1,1
22,178818,10,0,0,20,0,0,1,0,1,1,1,0
28,163265,5,0,0,30,1,1,1,0,1,1,1,0
27,56365,14,0,0,20,1,0,0,0,0,0,0,0
43,193882,10,0,0,50,1,1,0,1,0,1,1,0
34,137223,6,0,0,40,0,0,1,1,1,1,1,0
53,127117,9,0,0,40,1,1,0,0,0,1,1,0
30,229772,6,0,0,40,1,1,0,1,0,1,1,0
30,398827,9,0,0,60,1,1,0,0,0,1,1,0
57,118806,2,0,1602,45,0,0,1,1,1,1,0,0
67,345236,13,0,0,55,1,0,0,0,0,1,1,0
26,365289,9,0,0,40,1,1,1,0,1,1,1,0
50,96657,13,0,0,40,0,0,1,0,1,0,1,0
17,36801,6,0,0,18,0,1,1,1,1,1,1,0
57,195835,9,0,0,40,1,0,0,0,0,1,1,0
39,314007,11,0,0,40,1,1,0,1,0,1,1,0
40,112247,13,0,0,50,0,1,1,0,1,1,1,0
55,337599,10,0,0,40,1,0,1,0,1,1,1,0
24,42706,11,0,0,60,1,1,1,1,1,1,1,0
39,329980,13,0,2415,60,1,0,0,1,0,1,1,1
32,453983,9,0,0,44,1,1,0,1,0,1,1,0
74,175945,9,0,0,28,0,1,1,0,1,1,1,0
37,39207,9,0,0,40,1,0,1,0,1,1,1,1
28,211920,9,0,0,40,1,0,0,1,0,1,1,0
39,108943,7,0,0,40,0,1,1,1,1,1,1,0
37,175390,9,0,0,40,0,1,1,0,1,0,1,0
60,269485,1,0,0,40,0,0,1,1,1,1,0,0
27,192355,13,0,0,50,1,0,1,0,1,1,1,0
23,403107,3,0,0,40,1,1,1,1,1,1,0,0
35,175232,9,0,0,40,1,1,1,1,1,1,1,0
26,55929,14,0,0,48,0,1,1,0,1,1,1,0
21,172047,10,0,0,20,1,1,1,1,1,1,1,0
56,331569,9,0,0,36,0,1,0,1,1,0,1,0
42,32627,10,7688,0,45,1,0,0,1,0,1,1,1
43,147206,12,27828,0,45,1,0,1,0,1,1,1,1
26,174592,10,0,0,40,0,1,1,0,1,1,1,0
32,162041,10,0,0,30,0,1,1,1,1,1,1,0
51,230858,10,0,1977,60,1,1,0,1,0,1,1,1
24,278130,12,0,0,40,1,1,1,0,1,1,1,0
43,139277,9,0,0,40,0,1,1,1,1,1,0,0
49,56841,13,0,0,70,1,0,0,1,0,1,1,0
24,99844,14,0,0,60,1,1,1,0,1,1,1,0
36,143486,9,7298,0,50,1,1,0,1,0,1,1,1
22,62507,13,0,0,40,0,1,1,0,1,1,1,0
55,238638,9,4386,0,40,1,1,0,1,0,1,1,1
27,131310,10,0,0,40,0,0,0,0,1,1,1,0
56,76281,13,0,0,40,0,1,1,0,1,1,1,0
42,208347,7,0,0,40,0,1,1,0,1,0,0,0
38,182526,13,0,0,40,0,1,1,0,1,1,1,0
30,171889,15,0,0,24,0,1,1,1,1,1,1,0
34,261418,9,0,0,40,1,1,0,1,0,1,1,0
33,143540,9,0,0,40,1,1,0,1,0,1,1,0
19,28790,10,0,0,40,0,1,1,1,1,1,1,0
54,392286,12,0,0,50,1,0,0,1,0,1,1,1
30,169152,9,0,0,40,0,1,1,1,1,1,1,0
44,122381,10,0,0,40,1,1,0,1,0,1,1,0
62,168682,4,0,0,5,1,0,0,1,0,1,1,0
55,211678,11,0,0,45,1,1,0,0,0,1,1,0
28,188236,10,0,0,40,0,1,1,0,1,1,1,0
19,99246,7,0,0,25,0,1,1,0,1,1,1,0
30,280927,13,0,0,40,0,1,1,0,1,1,1,0
44,303521,10,0,0,40,1,1,1,1,1,1,1,0
31,263561,13,0,0,40,1,1,0,1,0,1,1,1
34,213887,10,0,0,40,1,1,0,1,0,1,1,0
53,183668,9,3464,0,34,1,1,0,1,0,1,1,0
55,254711,13,0,0,20,1,1,0,1,0,1,1,1
48,224474,10,0,0,40,0,0,1,0,1,1,1,0
50,158284,10,0,0,40,1,1,0,0,0,1,1,0
36,63509,12,0,0,48,1,1,0,0,0,1,1,1
32,286101,9,0,0,37,0,0,1,1,1,0,1,0
38,183279,10,0,0,44,1,1,0,0,0,1,1,1
41,212027,7,0,0,40,1,1,0,1,0,0,1,0
31,304212,10,0,0,45,1,0,1,0,1,1,1,0
26,293984,6,0,0,40,1,1,0,1,1,0,1,0
17,188758,7,0,0,20,1,1,1,1,1,1,1,0
38,352628,13,0,0,40,0,0,1,0,1,1,1,0
37,139770,9,0,0,35,0,1,1,0,1,1,1,0
28,214026,9,0,0,35,0,1,1,1,1,1,1,0
36,81896,13,0,0,45,0,1,1,0,1,1,1,0
55,80167,13,0,0,40,0,1,1,0,1,1,1,0
27,335878,12,0,0,45,1,1,0,1,0,0,1,0
30,147596,10,0,0,40,0,1,1,0,1,0,1,0
35,263081,10,0,0,84,1,0,1,1,1,0,1,0
36,232142,10,0,0,80,1,1,0,1,0,1,1,0
45,167617,10,0,0,40,1,1,0,1,0,1,1,0
43,91316,14,0,0,60,1,1,1,0,1,1,1,1
24,198148,10,0,0,30,1,1,1,1,1,1,1,0
46,122206,9,0,0,50,1,0,0,0,0,1,1,0
25,217006,7,0,0,40,1,1,0,1,0,1,1,0
41,344519,9,13550,0,60,0,1,1,0,1,1,1,1
25,163101,13,0,0,45,1,0,1,0,1,1,1,0
41,104892,14,0,0,40,1,1,0,0,0,1,1,1
59,170988,9,0,0,55,1,1,0,1,0,1,1,0
51,108435,13,0,0,40,1,1,0,1,0,1,1,1
43,211763,16,0,0,24,0,0,1,0,1,0,1,1
53,96062,13,0,1902,48,1,0,0,0,0,1,1,1
38,125550,9,0,0,35,0,1,1,0,1,1,1,0
29,79586,9,0,0,65,1,1,0,1,0,0,1,0
39,339029,13,0,0,50,1,0,0,0,0,1,1,0
38,156383,10,0,0,40,0,0,1,1,1,0,1,0
44,222635,3,0,0,40,1,1,0,0,0,0,1,0
51,231495,16,7688,0,55,1,0,0,0,0,1,1,1
27,291196,13,0,0,40,1,0,1,0,1,0,1,0
25,178025,14,0,0,40,1,1,0,0,0,1,1,0
46,105327,9,0,0,40,1,1,1,1,1,1,1,0
49,117095,9,0,0,40,0,1,1,0,1,1,1,0
49,274720,9,0,0,40,1,1,0,1,0,0,1,0
33,287372,10,0,0,50,1,0,0,0,0,1,1,1
42,174295,4,0,0,99,1,1,0,1,0,1,1,0
58,310085,3,0,0,40,1,1,0,0,0,1,1,0
46,297906,13,0,0,50,1,0,0,0,0,0,1,1
65,109351,5,0,0,24,0,1,1,1,1,0,1,0
38,187934,9,0,0,20,0,0,0,1,1,1,0,0
19,109005,10,0,0,20,0,1,1,1,1,1,1,0
41,126076,10,0,0,50,0,1,1,1,1,1,1,0
29,142519,9,0,0,40,1,0,0,0,0,1,1,0
57,259010,10,0,0,84,1,1,0,1,0,1,1,0
30,352105,13,0,0,40,0,1,1,0,1,0,1,0
37,91716,9,0,0,75,1,1,1,1,1,1,1,0
39,430336,9,7688,0,45,1,1,0,0,0,0,1,1
17,140027,7,0,0,25,0,1,1,1,1,1,1,0
22,254547,10,0,0,30,0,1,1,0,1,0,0,0
36,111128,10,0,0,45,1,1,0,1,0,1,1,0
44,123572,5,0,0,40,1,1,0,0,0,0,1,0
33,168981,2,0,0,24,0,1,1,1,1,1,1,0
31,102130,14,0,0,45,1,0,0,0,0,1,1,0
64,59829,9,0,0,25,1,1,0,1,0,1,0,0
50,145409,9,0,0,50,1,1,0,1,0,1,1,1
33,428271,9,0,0,35,0,0,1,0,1,0,1,0
24,203924,13,0,0,45,1,0,0,1,0,1,1,0
39,57691,9,7298,0,40,1,1,0,1,0,1,1,1
25,310545,10,0,0,30,1,1,1,1,1,1,0,0
26,421561,7,0,0,25,1,1,0,1,1,1,1,0
54,133963,10,0,0,20,0,1,1,1,1,1,1,0
17,325171,6,0,0,35,1,0,1,1,1,0,1,0
24,192017,10,0,0,30,1,1,0,1,0,1,1,0
39,206074,13,0,0,45,1,1,0,0,0,1,1,1
34,283921,9,0,0,40,1,0,0,0,0,1,1,0
31,208458,9,0,0,40,0,1,1,1,1,0,0,0
74,104001,9,0,0,40,1,0,0,1,0,1,1,1
41,252986,14,0,0,40,1,0,0,0,0,1,1,1
50,173630,9,0,0,60,1,1,1,1,1,1,1,0
41,287037,10,0,0,40,1,1,1,1,1,1,1,0
48,38950,9,0,0,89,1,1,0,1,0,1,1,0
50,177705,10,0,1740,48,1,0,0,0,0,1,1,0
51,259323,13,0,0,50,1,1,0,0,0,1,1,1
43,336042,9,0,0,40,1,1,1,1,1,1,1,0
49,289707,9,0,0,45,1,0,1,1,1,1,1,0
47,20956,9,0,0,40,1,1,0,1,0,1,1,1
29,202878,9,0,0,50,1,1,1,1,1,1,1,0
35,223725,12,0,0,65,1,0,0,0,0,1,1,0
32,121769,10,0,0,40,1,1,0,1,0,1,1,0
31,72887,13,0,0,47,1,1,0,0,0,0,1,1
25,242464,13,0,0,40,1,1,1,0,1,1,1,0
39,191807,9,15024,0,50,1,1,0,1,0,1,1,1
34,136204,13,0,1902,32,1,0,0,0,0,1,1,1
58,205410,9,0,0,40,1,1,0,0,0,1,1,0
37,192251,6,2635,0,40,0,0,0,1,1,1,1,0
29,178244,9,0,0,40,1,1,0,0,0,1,1,0
47,174126,9,0,0,40,0,0,1,0,1,1,1,0
41,105616,10,0,0,48,0,1,1,0,1,0,1,0
22,125010,11,0,0,30,0,1,1,1,1,1,1,0
20,203003,9,0,0,40,1,1,1,1,1,1,1,0
42,96509,10,0,0,60,1,0,0,0,0,0,0,0
63,71800,4,0,0,41,0,1,1,1,1,1,1,0
31,111567,13,0,0,70,1,1,0,0,0,1,1,1
49,191320,9,0,0,24,0,1,1,1,1,1,1,0
30,255486,9,0,0,25,1,1,0,1,0,0,1,0
46,254367,9,0,1590,48,1,1,1,1,1,1,1,0
20,137895,9,0,0,45,1,1,0,1,0,1,1,0
35,79586,14,0,0,40,1,0,0,0,0,0,0,1
40,109800,9,0,0,40,1,1,0,1,0,0,1,0
24,235894,9,0,0,40,1,1,0,1,0,1,1,0
27,167501,13,0,0,40,0,1,1,0,1,1,1,0
35,275522,4,0,0,80,0,1,1,1,1,1,1,0
19,97215,10,0,0,25,0,1,1,1,1,1,1,0
40,226388,9,0,0,40,1,1,0,1,0,0,1,0
37,406664,4,0,0,45,1,1,0,1,0,1,0,0
29,446724,13,0,0,35,1,0,0,0,0,1,1,0
69,168139,9,0,0,40,0,1,0,1,1,1,1,0
25,256545,10,0,0,45,0,1,1,1,1,1,1,0
43,131435,13,0,0,40,0,1,1,1,1,1,1,0
17,277112,7,0,0,30,1,1,1,1,1,1,1,0
21,63665,10,0,0,15,1,1,1,1,1,1,1,0
48,125120,10,0,0,55,0,1,1,0,1,1,1,0
22,170583,7,0,0,40,1,1,1,1,1,0,1,0
36,75826,13,0,0,40,0,1,1,0,1,1,1,0
36,256636,9,0,0,40,1,1,1,0,1,1,1,0
65,226215,13,0,0,40,1,0,1,0,1,1,1,0
24,315877,10,0,0,25,1,1,1,1,1,1,1,0
76,328227,13,5556,0,13,1,1,0,0,0,1,1,1
32,146161,14,0,0,40,1,1,0,0,0,1,1,1
54,123011,10,0,0,40,1,1,0,1,0,1,1,1
44,317535,2,0,0,40,1,1,0,1,1,1,0,0
71,146365,10,0,0,24,0,0,1,0,1,1,1,0
33,24504,9,0,0,50,1,0,1,1,1,1,1,0
47,239439,7,0,0,40,0,1,0,0,1,0,1,0
34,357145,13,0,0,50,0,1,0,0,1,1,1,1
22,47541,10,0,0,20,1,0,1,1,1,1,1,0
31,178664,10,0,0,30,0,1,1,1,1,1,1,0
26,133766,9,0,0,70,1,1,0,1,0,1,1,0
66,199374,14,0,0,20,0,1,1,1,1,1,1,0
34,207301,9,0,0,20,0,1,1,0,1,1,1,0
19,121074,4,0,0,99,1,1,0,1,0,1,1,0
33,110998,9,0,0,36,0,1,1,1,1,0,1,0
46,265371,10,0,0,40,1,1,0,1,0,1,1,0
20,374116,7,0,0,40,0,1,1,1,1,1,1,0
35,107164,13,0,0,50,1,1,0,0,0,1,1,1
38,222450,3,0,0,40,1,1,0,0,0,1,0,0
28,290429,4,0,0,50,1,1,0,1,0,1,1,0
27,128059,10,0,0,50,1,0,0,1,0,1,1,0
29,229803,9,0,0,49,1,1,1,1,1,0,0,0
28,206351,10,0,0,40,1,1,0,1,0,1,1,0
32,256609,8,0,0,40,1,1,0,0,0,1,0,0
45,203653,9,7298,0,40,1,1,0,0,0,0,1,1
39,183892,9,0,0,40,1,1,0,0,0,1,1,0
56,178282,9,0,0,40,1,1,1,1,1,1,1,0
23,207546,7,0,0,40,1,1,0,0,0,1,1,0
60,36568,5,0,0,70,1,0,0,1,0,1,1,0
52,141820,6,0,0,27,0,0,1,1,1,1,1,0
43,318415,10,0,0,40,0,1,1,0,1,0,1,0
59,136413,13,0,0,40,1,1,0,1,0,1,1,0
58,100606,9,0,0,50,1,0,0,1,0,1,1,0
34,185408,10,0,0,40,0,1,1,0,1,1,1,0
24,36011,10,0,2057,45,1,1,0,1,0,1,1,0
25,159603,9,0,0,34,0,1,1,1,1,1,1,0
34,190040,9,0,0,40,0,1,0,0,1,1,1,0
22,126822,6,0,0,30,0,1,1,1,1,1,1,0
29,410216,9,0,0,40,1,1,0,1,0,1,1,0
31,60186,13,0,0,40,1,0,1,0,1,1,1,0
38,227615,10,0,0,40,1,1,0,1,0,1,1,1
41,282948,10,3137,0,40,1,1,0,1,0,0,1,0
46,173613,9,0,0,30,0,1,1,1,1,1,1,0
42,66755,4,0,0,40,1,1,0,1,0,0,1,0
36,115803,9,0,0,40,1,1,0,1,0,1,1,1
41,26598,9,0,0,40,1,0,1,1,1,1,1,0
52,416129,1,0,0,40,1,1,0,1,1,1,0,0
45,32172,10,0,0,50,1,0,1,1,1,1,1,0
35,405284,14,0,0,35,0,0,0,0,1,1,1,1
32,73514,11,0,0,50,0,0,1,1,1,0,1,0
50,119099,10,0,0,99,1,0,0,0,0,1,1,1
60,163729,9,2597,0,40,0,1,1,1,1,1,1,0
36,346478,13,0,2415,45,1,1,0,1,0,1,1,1
38,98080,10,0,0,40,1,1,1,0,1,0,0,0
54,123374,4,0,0,40,1,1,0,1,0,1,1,0
36,158592,7,0,0,50,1,1,0,1,0,1,1,0
36,177895,14,0,0,40,0,1,1,0,1,1,1,0
20,37783,10,0,0,25,0,1,1,1,1,1,1,0
49,30751,11,0,0,60,1,0,1,0,1,1,1,0
36,103886,10,0,0,50,1,0,1,1,1,1,1,0
57,124507,13,0,0,55,1,1,0,1,0,1,1,1
74,183701,6,0,0,6,0,1,1,1,1,0,1,0
55,208311,14,0,1977,20,1,1,0,1,0,1,1,1
31,188798,13,0,0,50,0,0,1,0,1,1,1,0
35,189382,9,0,0,40,1,1,1,1,1,1,1,0
37,148581,9,0,0,50,1,1,0,1,0,1,1,1
47,125120,13,0,0,50,0,1,1,1,1,1,1,0
27,116372,14,0,0,40,0,1,1,0,1,1,1,0
57,414994,10,0,0,40,1,0,0,0,0,1,1,1
52,298035,14,0,0,40,1,0,0,0,0,1,1,0
28,157437,13,4650,0,48,0,0,1,1,1,1,1,0
35,238802,9,0,0,20,1,1,1,1,1,1,1,0
19,238144,10,0,0,20,0,1,1,0,1,1,1,0
29,293287,10,0,0,40,0,0,1,1,1,1,1,0
50,118565,7,0,0,40,1,1,0,0,0,0,1,0
44,201742,13,0,2415,50,1,0,0,0,0,1,1,1
42,119207,9,0,0,48,1,0,1,0,1,1,1,0
35,112512,9,0,0,40,0,1,1,1,1,1,1,0
54,93605,9,0,0,40,1,1,1,1,1,1,1,0
41,106159,9,14344,0,48,1,1,1,0,1,1,1,1
42,126614,13,0,0,30,1,0,1,0,1,0,0,0
30,247444,10,0,0,40,1,1,0,0,0,1,0,0
28,189346,9,0,0,40,1,1,1,1,1,1,1,0
25,298225,10,0,0,35,1,1,0,1,0,1,1,0
20,178628,10,0,0,40,1,0,1,0,1,1,1,0
38,334999,9,0,0,45,1,1,0,1,0,1,1,0
21,151790,10,0,0,30,0,0,1,0,1,1,1,0
29,243660,9,0,0,50,1,1,0,0,0,1,1,1
37,236990,10,3464,0,40,1,1,0,0,0,1,1,0
30,426431,14,10520,0,40,1,1,1,0,1,1,1,1
27,375703,13,0,0,40,0,1,1,0,1,0,1,0
29,178469,9,0,0,40,0,1,1,1,1,1,1,0
44,71269,10,0,0,50,1,1,1,0,1,1,1,0
44,206927,13,7688,0,40,1,0,0,0,0,1,1,1
18,112974,7,0,0,3,1,1,1,0,1,1,1,0
18,194561,10,0,0,12,1,1,1,1,1,1,1,0
35,76845,5,0,0,40,1,0,0,1,0,0,1,0
19,140499,9,0,0,40,1,1,1,1,1,1,1,0
43,403276,9,0,0,40,1,1,0,1,0,1,1,0
24,51799,9,0,0,40,0,1,0,0,1,0,1,0
35,127930,9,0,0,60,1,0,1,1,1,1,1,0
24,111376,9,0,0,40,1,1,1,1,1,1,1,0
23,186006,9,0,0,37,0,1,1,1,1,1,1,0
44,63042,13,0,0,50,0,1,1,0,1,1,1,1
55,205422,6,0,0,40,0,1,0,1,1,0,1,0
24,217226,10,0,0,30,1,1,1,1,1,1,1,0
24,153082,9,0,0,35,1,1,1,1,1,1,1,0
37,51198,10,0,0,45,1,1,0,1,0,1,1,0
27,134566,9,0,0,40,1,1,1,0,1,1,1,0
18,201613,7,0,0,5,0,1,1,1,1,1,1,0
32,235847,10,0,0,50,0,1,1,0,1,1,1,0
26,162302,10,0,0,40,1,1,1,0,1,0,0,0
23,129345,6,0,0,50,1,1,1,1,1,1,1,0
22,287988,10,0,0,20,1,1,1,1,1,1,1,0
35,212195,9,0,0,35,0,1,0,1,1,1,1,1
27,1490400,10,0,0,40,1,1,0,0,0,1,1,0
46,368561,12,0,0,40,1,0,1,1,1,1,1,0
52,236180,13,0,0,50,1,1,1,1,1,1,1,0
47,156926,13,0,0,40,1,1,0,0,0,1,1,1
60,141253,6,0,0,48,1,1,1,1,1,1,1,0
30,156718,10,0,0,40,0,1,1,0,1,1,1,0
25,195994,2,0,0,40,0,1,1,1,1,1,0,0
47,329144,10,0,0,48,1,1,1,0,1,1,1,1
19,271446,10,0,0,25,0,1,1,1,1,1,1,0
57,375502,13,0,0,55,1,1,0,0,0,1,1,1
31,113364,9,0,0,40,1,1,0,1,0,1,1,1
42,126701,13,9562,0,45,1,1,1,0,1,1,1,1
65,87164,7,0,0,20,0,1,1,1,1,1,1,0
43,233130,9,0,0,20,1,1,1,1,1,1,1,0
32,54782,10,0,0,40,0,1,1,0,1,1,1,0
56,183169,9,0,0,35,0,1,1,0,1,1,1,0
60,130684,10,0,0,55,1,1,0,1,0,1,1,0
66,45702,6,0,0,50,1,0,0,1,0,1,1,0
50,285200,10,0,1887,35,1,1,0,1,0,1,1,1
49,53893,9,0,0,40,1,1,1,1,1,1,1,0
56,28297,5,0,0,40,1,1,0,1,0,1,1,0
30,318749,11,0,0,35,0,1,0,1,1,1,0,0
27,282313,9,0,0,40,1,1,0,1,0,0,1,0
46,192360,13,0,0,35,1,1,0,0,0,1,1,1
53,190762,9,0,0,45,1,0,0,0,0,1,1,1
25,108779,14,0,0,40,0,1,1,1,1,1,1,0
28,249571,9,0,0,40,1,1,0,1,0,1,1,0
27,430672,13,0,0,55,1,1,1,0,1,1,1,0
29,124950,13,0,0,40,0,0,1,1,1,1,1,0
36,128392,13,4787,0,40,1,1,1,0,1,1,1,1
30,164309,9,0,0,35,0,1,1,1,1,1,1,0
45,264052,9,0,0,40,1,0,0,1,0,1,1,0
27,212895,10,0,0,40,1,1,1,1,1,1,1,0
54,140359,4,0,3900,40,0,1,1,0,1,1,1,0
32,152156,9,0,0,53,1,1,1,1,1,1,1,0
47,332465,10,0,0,40,1,1,1,1,1,1,1,0
26,117833,13,0,1669,50,0,1,1,0,1,1,1,0
38,98360,14,0,0,40,1,1,0,0,0,1,1,1
40,197919,12,0,0,40,0,1,1,1,1,1,1,0
23,50411,9,0,0,40,1,1,1,1,1,1,1,0
41,163847,13,0,0,45,1,1,0,1,0,1,1,1
36,80743,9,0,0,40,0,1,0,1,1,0,0,0
19,93604,4,0,1602,32,1,1,1,1,1,1,1,0
29,255949,13,0,0,40,1,1,1,1,1,0,1,0
33,202046,9,0,0,40,1,1,0,0,0,1,0,0
45,172822,7,0,2824,76,1,1,1,1,1,1,1,1
38,287701,7,0,0,48,1,1,0,1,0,1,1,1
29,174645,7,0,0,52,0,1,1,1,1,1,1,0
47,586657,14,0,0,40,1,1,0,0,0,1,0,1
31,157887,10,0,0,65,1,1,0,0,0,1,1,1
29,193125,9,0,0,40,0,1,1,0,1,1,1,0
42,230959,13,0,1887,40,0,1,0,0,1,0,0,1
27,289484,10,0,0,40,0,1,1,0,1,1,1,0
